9.368045001756397303e-03,8.400713782757522619e-03,8.413117667660117635e-03,1.231240061111748413e-02,1.715228738961741689e-02,2.601275662658736332e-02,5.574887678725643642e-02,8.149156695930288852e-02,8.744923607213422878e-02,6.683113811537623461e-02,2.955352668417617068e-02,2.457410605624318206e-02,2.427066330565140137e-02,2.523970103589817313e-02,2.965128445066511978e-02,2.870008428348229043e-02,3.053454461274668005e-02,2.854328316403553084e-02,3.230601231334730844e-02,3.186683483421801771e-02,3.162788379937411104e-02,3.423861936666070666e-02,3.271698546363040194e-02,3.118771384470165123e-02,2.793308415217324661e-02,2.250305657275020188e-02,2.282285833731294289e-02,2.736385826952754743e-02,2.911927741952240536e-02,2.973473546095192419e-02,2.277835004730150228e-02,1.652671512914821381e-02,1.502585618523880930e-02,2.759745142189786588e-02,3.540481292642654043e-02,3.973113462328910911e-02,3.853080338798462595e-02,3.939641538076101707e-02,4.123650549678132410e-02,4.036909940419718124e-02,3.933534055016935788e-02,4.019781690789387546e-02,4.002917780308053175e-02,3.593868883326649388e-02,2.895785649074241949e-02,2.400901568122208035e-02,2.406012733466923390e-02,2.898985587758943355e-02,2.746826265007257586e-02,2.836279834387823648e-02,2.940905187278985977e-02,3.459150600014253979e-02,4.988638537703082160e-02,5.496543296379968746e-02,4.282133118249475956e-02,2.831442302791401314e-02,1.897607178194447505e-02,1.591539674205705648e-02,1.749098020605743126e-02,1.955842828378081058e-02,2.472073514014483039e-02,3.425319143338127759e-02,6.476127355359491411e-02,5.593976848525926415e-02,7.241866992786527568e-02,9.348877164535224216e-02,1.125816925871185870e-01,1.157258543558418867e-01,1.138228548783808969e-01,1.008164522610604796e-01,7.893475870601833477e-02,6.900143022416162231e-02,6.234095806954428193e-02,7.029072486562654154e-02,1.309578765998594130e-01,1.507630152162164339e-01,1.562447327072732095e-01,1.786241033370606912e-01,1.604178486764431255e-01,1.195284302905201962e-01,8.761363736353817988e-02,5.348779750056564114e-02,5.059877264080568648e-02,5.451833273051306245e-02,5.379392795963214291e-02,8.553511197445913539e-02,8.484181468142197591e-02,1.525274389865807767e-01,2.219208506750874332e-01,1.997939672786742116e-01,2.714900383236817372e-01,7.409833888290449921e-02,3.483483538730069995e-02,1.386686306446790508e-02,8.863277416676284756e-03
1.262585106072947223e-02,7.940238181035966236e-03,6.505548730492591650e-03,7.824356004130094897e-03,1.106616847915575276e-02,1.182607249123975544e-02,1.529586831806227856e-02,1.777983654988929060e-02,1.754880933789536301e-02,3.340214486001059913e-02,3.291825582040473763e-02,3.383970719529316024e-02,3.176806313917041047e-02,2.738831317750736391e-02,2.334247677354141584e-02,2.847534077940508737e-02,2.885985249653459303e-02,2.849650316871702588e-02,2.879793453961610600e-02,2.909491624683141833e-02,2.913317368365824639e-02,2.821363969473168060e-02,2.811222179792821629e-02,2.871872256277128999e-02,2.694847137667238934e-02,2.766221671132371163e-02,2.772127520292997499e-02,3.023975812830031334e-02,3.014106855494901732e-02,2.618293280480429169e-02,1.903757940977811661e-02,1.360258108703419656e-02,1.423159878700971590e-02,2.019617550773545808e-02,3.098351667635142193e-02,3.544838865054771027e-02,3.787263320758938595e-02,3.544326492352409957e-02,3.552516422001645441e-02,3.856162475422025143e-02,4.174634630559011933e-02,3.954751965356990973e-02,3.534903152612969141e-02,3.354214742779730585e-02,2.761885830201208508e-02,3.036795179126784358e-02,3.489205159945413942e-02,3.535309322178364216e-02,3.436648207716643671e-02,3.703054226934909821e-02,3.724495556904001969e-02,4.565224912716075306e-02,5.452929833903909923e-02,5.092269499786199194e-02,3.087333220988511609e-02,2.221782023785635884e-02,1.586877181194722847e-02,1.280412760330363990e-02,1.613651317311451047e-02,1.887135752476752290e-02,2.219896390102804248e-02,2.816279848106204367e-02,3.763386817649007343e-02,4.118244281038643123e-02,5.898351621581242321e-02,1.030137533578090181e-01,1.057628740556538216e-01,1.106186985131352996e-01,1.098094608541578254e-01,1.222008603159338430e-01,6.926081400364637874e-02,6.170694432221354025e-02,6.417239983566105921e-02,7.379394010640681623e-02,1.171211931295692704e-01,1.606899947370402648e-01,1.290395585726946404e-01,1.523972571454941805e-01,1.332410585018806159e-01,9.540048702387139701e-02,6.128593695117159901e-02,4.286968144355342292e-02,4.087170865386724472e-02,6.831539313076064046e-02,8.274949196726082146e-02,1.006967158871703016e-01,9.626663886010648763e-02,1.559205893799662512e-01,1.760228277090936655e-01,2.434971609036438167e-01,6.775816970271990314e-02,2.093032858334481841e-02,8.387675099074839297e-03,5.999598975758998858e-03,9.361085786949843723e-03
1.633353438228368759e-02,1.070951104862615660e-02,6.998713396023958574e-03,6.226775839459150128e-03,7.969973832368852651e-03,8.271465692669153352e-03,9.405672093853355981e-03,1.316488063661381581e-02,1.728093227371573642e-02,1.780721721006556929e-02,1.987871638266370047e-02,2.849059321684762475e-02,3.206378048984334650e-02,3.028884942410513953e-02,2.219103398732840890e-02,2.477694689063355757e-02,2.664647440193221653e-02,2.681935444474220151e-02,2.572600601939484255e-02,2.524253134382888758e-02,2.533178412122651449e-02,2.490375493420287148e-02,2.562966107157990669e-02,2.818671011133119450e-02,3.217675514519215130e-02,3.289543700171633500e-02,3.259724135510623511e-02,3.112947747809811927e-02,2.991669558687135716e-02,2.498383439145982279e-02,2.222310307202860630e-02,2.153796912170946598e-02,1.950023271143436210e-02,2.248916313052176999e-02,3.154338137013837362e-02,3.783298994181676783e-02,3.762210189364850743e-02,3.553030867828057410e-02,3.308105443371458371e-02,3.625945293111727807e-02,3.896258913679048058e-02,3.489585971459746583e-02,3.027871641097590674e-02,3.152174432529137454e-02,3.246450814185664058e-02,3.547718054382130448e-02,3.574959554476663665e-02,3.184620815096423502e-02,3.480541449738665943e-02,3.632489521754905110e-02,3.776290992973372479e-02,3.978567904559895951e-02,3.701837045140564386e-02,2.822999488562345435e-02,1.872001870302482732e-02,1.583235608413815707e-02,1.329041192308068678e-02,1.163409159285947944e-02,1.517767593963071683e-02,1.788113706512377277e-02,2.083540673134848253e-02,2.448745387606322821e-02,3.615098646609113398e-02,2.565578021807596310e-02,3.584099466912448601e-02,4.371769948629661978e-02,7.166789757087825563e-02,7.747873476706446105e-02,7.625572646735233329e-02,7.883235694840551311e-02,5.124026606557890995e-02,5.341982198879122873e-02,7.066602170467377320e-02,7.831819721264764167e-02,1.287038423563353906e-01,1.546160589787177742e-01,1.627964372374117452e-01,1.220849422249011551e-01,8.349060513777659120e-02,4.238916490925476177e-02,3.141908966703339801e-02,3.340347830904647625e-02,6.566911501809953589e-02,6.614707611501217943e-02,7.021321248263118209e-02,8.872919903136790298e-02,9.538538765860718471e-02,1.462139960820786622e-01,2.211616532783954869e-01,5.124790034256875015e-02,1.307224094867706632e-02,7.644809957128019008e-03,4.962762191426008627e-03,2.669585403054952621e-03,1.058656788431108081e-02
2.027900201268494074e-02,1.170118771493434962e-02,9.480834510177371319e-03,7.976348556112497490e-03,7.533014183864000617e-03,9.693474776577204119e-03,1.140710189007222708e-02,1.450429794145748422e-02,1.887609497411176646e-02,1.763212861493229644e-02,1.539469924522563968e-02,1.580839860020205601e-02,1.671421345323324814e-02,1.802524552680551811e-02,1.820353963179513479e-02,2.087945417501032089e-02,2.135387350805103765e-02,2.247490671230479437e-02,2.263847254216671406e-02,2.376796850934625310e-02,2.412967252545058366e-02,2.639340482652188097e-02,2.803363161860032704e-02,3.184220404131338222e-02,3.596215258352458005e-02,3.696864967001602109e-02,3.596989037469029704e-02,3.543535092845558759e-02,3.356486633419990262e-02,3.087782211601733731e-02,3.125775592401623670e-02,2.951286365045234852e-02,2.822591014206408955e-02,2.775710084242746095e-02,3.017972768051549459e-02,3.433598853647708282e-02,3.568095900118350983e-02,3.373844469897448878e-02,3.385493667796252854e-02,3.656150261871517204e-02,3.969870975939555902e-02,3.710948787629604617e-02,3.561646980000660739e-02,3.774509404553101632e-02,3.886710249586031174e-02,3.847233236534520345e-02,3.660836349241434334e-02,3.363976350752635736e-02,3.581288260174915472e-02,3.516792213544249479e-02,3.217594516463577470e-02,2.867575549520552658e-02,2.300849555991590217e-02,1.669614431215450320e-02,1.102125699399039357e-02,1.294153394177556017e-02,1.235806704265996793e-02,1.224726052023470194e-02,1.503983949311077720e-02,1.727381017757579837e-02,1.894779310328885413e-02,2.230468201218172367e-02,2.463882407173513880e-02,2.335534787504002507e-02,2.263524894369766186e-02,2.177054617553949786e-02,2.234730398980900798e-02,3.022086991695686897e-02,3.146787280216813143e-02,3.418536030454561586e-02,3.149851075373590048e-02,3.685623279539868014e-02,7.681489712325854924e-02,8.500681851059198324e-02,9.460529339266941784e-02,9.388641555793582338e-02,8.709875418804582936e-02,6.854279856197535714e-02,3.687035170150920749e-02,2.340374712599442228e-02,3.170222955755890720e-02,6.204782048240304465e-02,6.728445891989397187e-02,4.871477904729543812e-02,6.307590398937462650e-02,7.270944592542946672e-02,8.119141732109712295e-02,1.390245151333510953e-01,5.103208451531827949e-02,1.758923352463171233e-02,1.138786432333290834e-02,9.990723486989736696e-03,6.545086707919836773e-03,5.917502017691731592e-03,4.393167983740568772e-02
2.920486837625502902e-02,1.504736368311569185e-02,1.045470705954358072e-02,1.011806082911789230e-02,1.083653148962184648e-02,1.279915221966803143e-02,1.372266889316961502e-02,1.834111440926790293e-02,2.008702010847628061e-02,1.927728331414982690e-02,1.549315355718135570e-02,1.306441524066031049e-02,1.395736307604238460e-02,1.534816655097529479e-02,1.680393373593687747e-02,1.761568905785679956e-02,1.757331342436373872e-02,2.072542267618700945e-02,2.256465074373409027e-02,2.354714028537273005e-02,2.727462082169950300e-02,3.014436742290854329e-02,3.188153407303616349e-02,3.620339551940559425e-02,4.154765539802610791e-02,4.126197644509375234e-02,3.902864694595336442e-02,3.802081609843298987e-02,3.888364213285967763e-02,3.848038613796233437e-02,3.742793039185927234e-02,3.652944303117692387e-02,3.824490961618720597e-02,3.726893155602738206e-02,3.428602698026225054e-02,3.452997113345190883e-02,3.744860248640178441e-02,3.669919796288013958e-02,3.737794237909837503e-02,3.899042155593634290e-02,4.010066901333630279e-02,3.792179760290308871e-02,3.697345585329459006e-02,3.739614951424300587e-02,3.512896494008601461e-02,3.428492859005928539e-02,3.186917315237224047e-02,3.021152453497051929e-02,2.983094862429424773e-02,2.996832184493542287e-02,2.915065781213342644e-02,2.486255460185929703e-02,2.071305089397355859e-02,1.833954044617711748e-02,1.644063810817896973e-02,1.319268807768821453e-02,1.094887751154601484e-02,1.295926761813461642e-02,1.516341757727787155e-02,1.614276322303339478e-02,1.819716323865578148e-02,2.208089385880156533e-02,2.253521675243973926e-02,2.482230450026690766e-02,2.194074405357242588e-02,1.908462732098997056e-02,1.762529625557363033e-02,1.745184171944856241e-02,1.849623927846550872e-02,1.692368623567745006e-02,1.362698306329548394e-02,1.623307152418419427e-02,2.483515866100788685e-02,3.215746077476069192e-02,4.878300665644928757e-02,5.781088116578756569e-02,4.710956795839593009e-02,3.343580156564712746e-02,2.528965393779799772e-02,2.023483080789446886e-02,6.636375164613128597e-02,4.924136981368064381e-02,3.412625710247084443e-02,5.604433857602999364e-02,7.093177222646773750e-02,7.011725346324966524e-02,8.535664045251906140e-02,4.491272498620674236e-02,2.729620621306821579e-02,1.699691827176138745e-02,1.526216506958007549e-02,3.335981380892916875e-02,2.657668852247297916e-02,1.078728596935980277e-01,1.925891420710832136e-01
4.052479117177425899e-02,2.120286342687904488e-02,1.197227877331897422e-02,1.191453681094572017e-02,1.119007545290514813e-02,1.132273647002876062e-02,1.383430720306933100e-02,1.801910913549362517e-02,2.112264343537390704e-02,1.825689109042287830e-02,1.615794523386284570e-02,1.419160184217616895e-02,1.608026520116254826e-02,1.722010741941630563e-02,1.670392592204734267e-02,1.767097017494961494e-02,1.959627347765490954e-02,2.172633650479837905e-02,2.560600864468141891e-02,2.898774645058438751e-02,3.397192830219865345e-02,3.892547295195981222e-02,4.203544827178121168e-02,4.337769471807405297e-02,4.394417027710005585e-02,4.415121436817572714e-02,4.237419436452909832e-02,4.471137854037805781e-02,4.346391328377648827e-02,4.339197496650740171e-02,4.241789730964228011e-02,4.476221375167369759e-02,4.361838730750604992e-02,4.480543922632933967e-02,4.257826498709619406e-02,4.112925025634468074e-02,4.266528644599020675e-02,4.147195146419109524e-02,3.804853598354384497e-02,3.743117808131500579e-02,3.961485809413716613e-02,3.639063172740862606e-02,3.417423074133695005e-02,3.287546960636973659e-02,3.113153532845899449e-02,2.910419407067820277e-02,2.615572904236614440e-02,2.316217069514095797e-02,2.264199633151292926e-02,2.358869428513571051e-02,2.400067140115425338e-02,2.174831683747471128e-02,1.911637031240388807e-02,1.797592020360752954e-02,1.653798914281651156e-02,1.474663664354011576e-02,1.410480648279189946e-02,1.584117213264107579e-02,1.654939359053968911e-02,1.703198635950685033e-02,1.767158902017399932e-02,2.200954220024868915e-02,2.609573801979423249e-02,2.673065289855003010e-02,2.146137368632480488e-02,1.808589409105479731e-02,1.615656503476202432e-02,1.490799442632123606e-02,1.522187144495546797e-02,1.294702634913847024e-02,1.105697109363972842e-02,1.511813265038654437e-02,1.145807957276702080e-02,1.533069575903937311e-02,2.527651329291984161e-02,3.076365831308066484e-02,1.982537013245746702e-02,2.470873283222318334e-02,2.323958081193268355e-02,2.604459426132961497e-02,7.658891121624039622e-02,3.182663491694256302e-02,4.354755132459105227e-02,6.650819469941779416e-02,6.337038151919840989e-02,5.866125802509486453e-02,6.546680763363837974e-02,4.444310157326981231e-02,2.727549704723059715e-02,1.996277068741619462e-02,3.960888832807540894e-02,1.393254027585499044e-01,2.201892057317308971e-01,2.930402504280208986e-01,3.140006086882203284e-01
6.599992870120333088e-02,2.754510038299486790e-02,1.296512092230841726e-02,1.138625670922920226e-02,1.179853378562256694e-02,1.126419967971742028e-02,1.416767720133065879e-02,1.638966205297037737e-02,1.728715336648747533e-02,1.661533658392727250e-02,1.682244962081312981e-02,1.730311360210180782e-02,1.580806681886315346e-02,1.901197944534942924e-02,2.096895441412926012e-02,2.304514158517122213e-02,2.074780072085558730e-02,2.414342636242508555e-02,3.212951165623962463e-02,3.477246421156451189e-02,4.216634494019672053e-02,4.985814814222976066e-02,5.180559039814398165e-02,4.963782146573065407e-02,4.790374086238443491e-02,4.600745922885834255e-02,4.672643146244808560e-02,4.443283594213426335e-02,4.393555815098806883e-02,4.405735530890524110e-02,4.161899073747917649e-02,4.714693779824301323e-02,4.681144077330827435e-02,4.807427166029810267e-02,4.490689321188256339e-02,4.686553481966257428e-02,4.327387040480971253e-02,4.259713657898828859e-02,4.043844858184456742e-02,3.554416862083600165e-02,3.491678268415852188e-02,3.281844599172473176e-02,3.141464716522023720e-02,2.965647294186055452e-02,2.842081532813607939e-02,2.713329273043200290e-02,2.477272148011252367e-02,2.044467000290750916e-02,1.756150698289275086e-02,1.803331965580582535e-02,1.989018502412364178e-02,1.946549325017258789e-02,1.801384691847488298e-02,1.877295699901878820e-02,1.763229673728346908e-02,1.443610553396865517e-02,1.281456625787541145e-02,1.614614721387624269e-02,1.833329441724345504e-02,1.878105696290731721e-02,2.066527682123705731e-02,2.609361125854775532e-02,3.100421982584521466e-02,2.928167636273428312e-02,2.274440894834697108e-02,1.872712368145584838e-02,1.735711953369900931e-02,1.527635738253593257e-02,1.957528352737427854e-02,1.753008981235325281e-02,1.461008273763582041e-02,1.016718757105991057e-02,1.240725224837660803e-02,1.365872234804555926e-02,2.278668827144429351e-02,2.439885581610724136e-02,2.592397500760853027e-02,2.536777704022825236e-02,2.331859788624569829e-02,5.483103635720907448e-02,8.750184419564903393e-02,3.573544706217944567e-02,5.299136833287776405e-02,5.907905931584536696e-02,4.194703421322629189e-02,5.058383479714393532e-02,2.898762556491420173e-02,4.982257562456651745e-02,6.169631741940974357e-02,6.606046535074709680e-02,2.047005821857601493e-01,2.731621219683438295e-01,2.965069202217273103e-01,2.961116853263228710e-01,2.518942834250628704e-01
7.543218712322413699e-02,2.872238583862780914e-02,1.240565585670992850e-02,8.882393154781311612e-03,1.047654808266088380e-02,1.308035581372678051e-02,1.382317169569432548e-02,1.468921219930052757e-02,1.662953563733026580e-02,1.487295632017776072e-02,1.555645736865699479e-02,1.703490591375157043e-02,2.026753754122182644e-02,2.264072568155825471e-02,2.502631642622872923e-02,2.589318782789632595e-02,2.270184751600026751e-02,2.373819494619965401e-02,3.048844331875444000e-02,3.838992533041163391e-02,4.716986874118447165e-02,5.232363572344184144e-02,5.317077358253299163e-02,5.051646428182721138e-02,4.909074575640261229e-02,4.463898899033665740e-02,4.137853779830037715e-02,4.633145387284456213e-02,4.682457855902612265e-02,4.624237254960462257e-02,4.085022909566760757e-02,4.618077770574017388e-02,4.676341357640921570e-02,4.541515083052218016e-02,4.472360833548009312e-02,4.743948903866111733e-02,4.146365974796935999e-02,4.148205605102704002e-02,3.940488922176883790e-02,3.717802689410745764e-02,3.456305609084665831e-02,3.291428641183300613e-02,3.130938703892752195e-02,2.909759081900120323e-02,2.771766573190689864e-02,2.586243127239868170e-02,2.329889177111908738e-02,1.943684625206515762e-02,1.642670658184215357e-02,1.652952260104938523e-02,1.737264310009777740e-02,1.760935344500467320e-02,1.641319743124768429e-02,1.779033207334577982e-02,1.635645023547112678e-02,1.275560830486938656e-02,1.241422238759696574e-02,1.689920653356239560e-02,2.094215601682663033e-02,2.291505601955578370e-02,2.816300848498940954e-02,3.399810838513074585e-02,3.700867154402658760e-02,3.589415455935523330e-02,3.060176485218108963e-02,2.633893287507817205e-02,2.379276929423213352e-02,2.039825956104322768e-02,1.873466971097513534e-02,1.865131342783570359e-02,1.629073326243087733e-02,9.770539645105600843e-03,1.409200737252831563e-02,1.179581541568041139e-02,1.725772102130576288e-02,2.029535131528973496e-02,2.238087909296154754e-02,2.422354229725897160e-02,2.282817185623570860e-02,4.196805396117268827e-02,8.591072530252859274e-02,4.084839028073473932e-02,5.513934357790276075e-02,3.646627760259434775e-02,2.564794094301759558e-02,4.783934125676751747e-02,9.869621995836494466e-02,9.312357808230445344e-02,1.444064392964355403e-01,2.328477951791136924e-01,2.155910310777835459e-01,2.041293895896524324e-01,2.065317347738891973e-01,1.954918566159903892e-01,1.400424643675796388e-01
8.024723441107198263e-02,2.681847769767045989e-02,1.168326570419594458e-02,9.546440269332380837e-03,1.223948527825995808e-02,1.546902683563530605e-02,1.571770231006667032e-02,1.516942329704761526e-02,1.514936408726498020e-02,1.547523726476356457e-02,1.597136298893019751e-02,2.304739563493057863e-02,2.343785333214327624e-02,2.577118987916037635e-02,2.435923000797629231e-02,2.368616211228072657e-02,2.185765579342841686e-02,2.351736560463905251e-02,2.853959383442997849e-02,3.581995236687362388e-02,4.038786816177889621e-02,4.509422852424904010e-02,4.517142374766990737e-02,4.420501769287511068e-02,4.265896503580733634e-02,4.236642726697027739e-02,4.366929563460871661e-02,4.447910697199404517e-02,5.102188520831987123e-02,4.860234693391247973e-02,4.335768309189006603e-02,4.617817429825663011e-02,4.731881763786077028e-02,4.527306279866023797e-02,4.522928459569812432e-02,4.633377507328987482e-02,4.553404527483508046e-02,4.196122823981569133e-02,4.001022265059873961e-02,4.012814373476430996e-02,3.928127516759559457e-02,3.788432130590081021e-02,3.402947992784902814e-02,3.101850081235169726e-02,2.671769539825617421e-02,2.440966461785138222e-02,2.264269639505072859e-02,1.908880067989230517e-02,1.619468622608110503e-02,1.606006403220817946e-02,1.697925929678604715e-02,1.685790803981944766e-02,1.417608894407749141e-02,1.101521043106913449e-02,2.414355787914246407e-03,2.291967123746871480e-03,3.734576560091228473e-03,1.644388352520764415e-02,2.180249811150133596e-02,2.587794065475463451e-02,3.059535319684074384e-02,3.422949608415364747e-02,3.537282858742401420e-02,3.573725032387300299e-02,3.107174219563604498e-02,2.673581420443952097e-02,2.408928288146854058e-02,2.197524012066423907e-02,2.122110820142552104e-02,2.139979103580117586e-02,2.024955745786428951e-02,1.938783501042053506e-02,1.949814032763242180e-02,1.135919285006821086e-02,1.037738352082669471e-02,1.182761303149163813e-02,1.719410870922729456e-02,2.126098960638047111e-02,2.025283132446930104e-02,4.709206040948629018e-02,8.092946884222326775e-02,4.364341026870534324e-02,4.323716967133805350e-02,2.044846693752333522e-02,1.166454943595454131e-02,8.312055677175521351e-02,1.147139362152665987e-01,8.084500633180143059e-02,1.001604314218275393e-01,1.298871199507266039e-01,1.384184849704615528e-01,1.311503382027149056e-01,1.426884497958235964e-01,1.477744702622294515e-01,1.201952932029962673e-01
5.270161255262791056e-02,1.555057207820937162e-02,7.973929538857192634e-03,7.247578250244257787e-03,1.342056146822869639e-02,1.763492700643837230e-02,1.905661878176032747e-02,1.953274759231135235e-02,1.849399503320455287e-02,1.956167086027562826e-02,1.750025949208065465e-02,1.789772369666025459e-02,2.266795612871646409e-02,2.509500860236584321e-02,2.673503398895264380e-02,2.381617245031521224e-02,2.271216449094936793e-02,2.262011849321424878e-02,2.866219877032562952e-02,3.278844156302510721e-02,3.519762386335059667e-02,3.599289481295273041e-02,3.815192830748857095e-02,3.504244456067680258e-02,3.649536659941077232e-02,3.935713795945048471e-02,4.197919734520837859e-02,4.375289742602035681e-02,4.365429424447939133e-02,4.920218138722703277e-02,4.353398392908275349e-02,4.557397248921915556e-02,4.762770136818288841e-02,4.704410734353586809e-02,4.827108577825129504e-02,4.889231869019568244e-02,4.941529546631499847e-02,5.123437297530471918e-02,4.712991150096058901e-02,4.645907287253066981e-02,4.562385608209297561e-02,4.268558849347755396e-02,3.710469568846747751e-02,3.135494231013582350e-02,2.643788418499752949e-02,2.434732404304668085e-02,2.208444990916178310e-02,1.884812056086957940e-02,1.540721122873947059e-02,1.391672073863447004e-02,1.334463917650282119e-02,1.333915379596874520e-02,3.227948853746056938e-03,1.914134658873081155e-03,1.008430728688836098e-03,1.218133922666311125e-03,1.828583970200270544e-03,4.337479276582598825e-03,2.150682118721306338e-02,2.767837544903159822e-02,3.118410338414833588e-02,3.328277961350978309e-02,3.307611624477431456e-02,3.507680598646403108e-02,3.163848579628393554e-02,2.649261462269350206e-02,2.318398816511035160e-02,2.219433811260387510e-02,2.058414122788235559e-02,2.069224550155922618e-02,1.954712805105373458e-02,1.847557005472481514e-02,1.551114369882270784e-02,1.538379662437364820e-02,1.070260329870507086e-02,1.102522347122430850e-02,1.107810073532164256e-02,1.401637066155672108e-02,1.648264076560735855e-02,2.675403256667777813e-02,6.635471007553860046e-02,3.839621034217997192e-02,2.691957707284018189e-02,8.652488968800753008e-03,5.032509057549758996e-02,6.342034338740631938e-02,6.631545250071213538e-02,7.004202344454826812e-02,1.024639110546559095e-01,1.180797988455742492e-01,1.147016348224133148e-01,1.096152668702416316e-01,1.078253931249491676e-01,1.108104523713700218e-01,1.020300223585218352e-01
